SG_UF,DS_CARGO,NR_CANDIDATO,NM_URNA_CANDIDATO,NR_PARTIDO,SG_PARTIDO
RO,DEPUTADO ESTADUAL,36036,GA�CHO DA VAN,36,AGIR
RJ,DEPUTADO ESTADUAL,55510,GILSON FLORES,55,PSD
MT,DEPUTADO ESTADUAL,15065,CAMILA HONDA,15,MDB
MA,DEPUTADO ESTADUAL,20700,IVONALDO GUIMARAES,20,PSC
SC,DEPUTADO ESTADUAL,10888,NARA SIM�O,10,REPUBLICANOS
PB,DEPUTADO ESTADUAL,18789,CHI�,18,REDE
BA,DEPUTADO FEDERAL,9092,GILBERTO FERREIRA,90,PROS
RS,DEPUTADO ESTADUAL,50321,JO�O AMARAL,50,PSOL
GO,DEPUTADO ESTADUAL,10377,ROSALINA MARIA DA SILVA,10,REPUBLICANOS
ES,DEPUTADO FEDERAL,3555,PASTOR ANTONIO CANDIDO,35,PMB
CE,DEPUTADO ESTADUAL,55055,DR RODRIGO WAGNER,55,PSD
SP,DEPUTADO FEDERAL,2280,WESLEY ROS,22,PL
PB,DEPUTADO ESTADUAL,35022,CABO SILVA FERREIRA,35,PMB
RJ,DEPUTADO FEDERAL,1367,GRA�A DO PT,13,PT
BA,DEPUTADO ESTADUAL,12162,CARMEN SENTO SE,12,PDT
BA,DEPUTADO FEDERAL,1051,MOISES SACRAMENTO,10,REPUBLICANOS
ES,DEPUTADO ESTADUAL,10220,JONAS NOGUEIRA,10,REPUBLICANOS
RN,DEPUTADO ESTADUAL,55644,ENFERMEIRA SUZELEE,55,PSD
PA,DEPUTADO FEDERAL,4001,BRUNA EUDES,40,PSB
PB,DEPUTADO ESTADUAL,11333,ARON ANDRADE,11,PP
MT,DEPUTADO ESTADUAL,19333,VALMIR DA FARM�CIA,19,PODE
MA,DEPUTADO ESTADUAL,11225,PROF FRANCISCO GOMES,11,PP
PE,DEPUTADO FEDERAL,4474,TAYNA CEPO,44,UNI�O
ES,DEPUTADO ESTADUAL,28027,ANTONIO FILHO,28,PRTB
PE,DEPUTADO ESTADUAL,22223,XANDE BOLA,22,PL
RJ,GOVERNADOR,35,WILSON WITZEL,35,PMB
PA,DEPUTADO ESTADUAL,12345,PROFESSORA NILSE,12,PDT
RJ,DEPUTADO ESTADUAL,90200,JORGE ALMEIDA,90,PROS
MA,DEPUTADO ESTADUAL,55800,ERIC COSTA,55,PSD
RS,DEPUTADO FEDERAL,1320,BOHN GASS,13,PT
GO,DEPUTADO ESTADUAL,51300,MAICON DO POVO,51,PATRIOTA
RS,2� SUPLENTE,200,ROZELI GARI DO RENASCER,77,SOLIDARIEDADE
RJ,DEPUTADO ESTADUAL,27828,PASTOR ADILSON,27,DC
RJ,DEPUTADO ESTADUAL,27167,ANDR� OLIVEIRA,27,DC
SP,DEPUTADO FEDERAL,4569,DR. JO�O NAVES,45,PSDB
MS,DEPUTADO FEDERAL,1011,MALU DA JULIANO VARELA,10,REPUBLICANOS
GO,DEPUTADO ESTADUAL,70700,EVA LEE,70,AVANTE
GO,DEPUTADO ESTADUAL,51200,SEBBINHA,51,PATRIOTA
GO,DEPUTADO ESTADUAL,27990,RAIMUNDA DA SILVA,27,DC
AP,DEPUTADO ESTADUAL,28555,PASTORA PATRICIA,28,PRTB
AL,DEPUTADO ESTADUAL,15345,IN�CIO LOIOLA,15,MDB
GO,DEPUTADO ESTADUAL,50100,LUNA ARA�JO,50,PSOL
PR,DEPUTADO ESTADUAL,14330,CARL�O DO PARAN�,14,PTB
RS,VICE-GOVERNADOR,30,RAFAEL DRESCH,30,NOVO
MG,DEPUTADO FEDERAL,1331,NILMARIO MIRANDA,13,PT
MG,DEPUTADO FEDERAL,4533,S�RGIO FOCA,45,PSDB
MG,DEPUTADO FEDERAL,2332,RONEY DE MELLO,23,CIDADANIA
BA,DEPUTADO ESTADUAL,14777,ALEX RAMOS,14,PTB
SE,DEPUTADO ESTADUAL,55500,ALEXANDRE SOARES,55,PSD
SE,DEPUTADO ESTADUAL,40100,HANS,40,PSB
MG,DEPUTADO ESTADUAL,35522,GLAU OLIVEIRA,35,PMB
PR,DEPUTADO FEDERAL,1202,MAURICIO RIBAS,12,PDT
RJ,DEPUTADO ESTADUAL,22442,MARCELO BEZERRA,22,PL
SE,DEPUTADO ESTADUAL,80000,RODRIGO CERQUEIRA,80,UP
MG,DEPUTADO ESTADUAL,11007,MACALE DO CHUP-CHUP,11,PP
PR,DEPUTADO FEDERAL,3050,SAMURAI DO NOVO,30,NOVO
SP,DEPUTADO ESTADUAL,30018,BRUNO BRANDINO,30,NOVO
RS,DEPUTADO ESTADUAL,23423,MARCIA LIMA,23,CIDADANIA
BA,DEPUTADO ESTADUAL,50580,LUDIMILLA TEIXEIRA,50,PSOL
RJ,DEPUTADO ESTADUAL,40121,TICIANA PRESTE,40,PSB
RJ,DEPUTADO ESTADUAL,19103,JORGINHO VISAO,19,PODE
MS,DEPUTADO ESTADUAL,11222,LAURA ARRUDA ,11,PP
PE,DEPUTADO FEDERAL,2215,CORONEL BOANERGES,22,PL
AM,DEPUTADO FEDERAL,1599,GINA GONZALEZ,15,MDB
MG,DEPUTADO ESTADUAL,14888,JOEL DE BICAS,14,PTB
DF,GOVERNADOR,55,PAULO OCT�VIO PO,55,PSD
PR,DEPUTADO ESTADUAL,23000,PROFESSOR VALTER,23,CIDADANIA
GO,DEPUTADO ESTADUAL,51789,ALESSANDRA MENDANHA,51,PATRIOTA
PR,DEPUTADO FEDERAL,1020,RENATO SILVA,10,REPUBLICANOS
MS,DEPUTADO ESTADUAL,12190,CAF�,12,PDT
BA,DEPUTADO ESTADUAL,50065,RUBENS SOUSA COLETIVA LEVANTE,50,PSOL
GO,DEPUTADO ESTADUAL,28345,TEREZA MARIA,28,PRTB
RO,DEPUTADO FEDERAL,3636,CONSTANTINO,36,AGIR
PA,VICE-GOVERNADOR,50,VERA RODRIGUES,50,PSOL
SP,DEPUTADO FEDERAL,1108,MORI YAMASHITA,11,PP
BA,DEPUTADO ESTADUAL,33400,ADMILSON SALES,33,PMN
MA,DEPUTADO ESTADUAL,22556,PEDRO BARROS,22,PL
RO,DEPUTADO ESTADUAL,55100,C�SSIO GOIS,55,PSD
SE,SENADOR,270,AIRTON COSTA,27,DC
RS,DEPUTADO ESTADUAL,12412,EDUARDO LOUREIRO,12,PDT
TO,SENADOR,282,VANDERLAN GOMES,28,PRTB
RS,DEPUTADO ESTADUAL,44777,LEONARDO STEPHAN,44,UNI�O
RJ,DEPUTADO ESTADUAL,22580,DELEGADA VERONICA OLIVEIRA,22,PL
AM,DEPUTADO ESTADUAL,23111,WILKER BARRETO,23,CIDADANIA
AL,DEPUTADO ESTADUAL,15100,CARLA DANTAS,15,MDB
BA,DEPUTADO ESTADUAL,70255,MANOEL MACHADO,70,AVANTE
RO,DEPUTADO ESTADUAL,33100,DIHONE DUARTE,33,PMN
MG,DEPUTADO FEDERAL,5151,THIAGO RODRIGUES,51,PATRIOTA
DF,DEPUTADO DISTRITAL,14140,LUIS FARMA,14,PTB
PE,DEPUTADO ESTADUAL,11234,JOEL GALDINO,11,PP
PB,DEPUTADO ESTADUAL,28000,CLERTON FRANCA,28,PRTB
SC,DEPUTADO ESTADUAL,19888,CAMILA NASCIMENTO,19,PODE
AC,VICE-GOVERNADOR,50,JANE ROSAS,50,PSOL
AM,DEPUTADO FEDERAL,1512,ELI SOUZA,15,MDB
TO,DEPUTADO ESTADUAL,55888,DR Z� VIANA,55,PSD
RN,DEPUTADO ESTADUAL,35333,PINTINHO AMARELINHO,35,PMB
RN,2� SUPLENTE,123,ANA SUFIA,65,PC do B
TO,DEPUTADO ESTADUAL,20600,ELIZEU RODRIGUES,20,PSC
TO,DEPUTADO ESTADUAL,44444,DR MAUR�CIO DENTISTA,44,UNI�O
RJ,DEPUTADO FEDERAL,5131,LUCIA HELENA,51,PATRIOTA
SC,DEPUTADO FEDERAL,7788,POLICIAL NOVAIS,77,SOLIDARIEDADE
GO,DEPUTADO ESTADUAL,15620,RONES FERREIRA,15,MDB
GO,DEPUTADO ESTADUAL,15221,FELIX ALVES,15,MDB
MG,DEPUTADO ESTADUAL,19199,CRISTAL LOPEZ,19,PODE
RS,DEPUTADO ESTADUAL,55348,LUIZINHO RUAS,55,PSD
PR,DEPUTADO FEDERAL,1819,JORNALISTA LUCIANA POMBO,18,REDE
RO,DEPUTADO ESTADUAL,70190,SGT ELANE CRISTINA,70,AVANTE
GO,DEPUTADO ESTADUAL,15505,SELIANE DA SOS,15,MDB
SC,DEPUTADO ESTADUAL,23222,DR. JANINE,23,CIDADANIA
MA,DEPUTADO FEDERAL,5109,PROF JAIRO MATOS DO INSTITUTO,51,PATRIOTA
RO,DEPUTADO FEDERAL,2233,SOFIA ANDRADE,22,PL
SP,DEPUTADO FEDERAL,9050,FERNANDA RAINHA,90,PROS
PB,DEPUTADO ESTADUAL,18999,WELLINGTON SOUSA,18,REDE
RJ,DEPUTADO ESTADUAL,20301,FRAGA,20,PSC
RJ,DEPUTADO FEDERAL,2829,FL�VIO HORTA,28,PRTB
GO,DEPUTADO ESTADUAL,14888,VILEDIO MAGALH�ES,14,PTB
MG,DEPUTADO FEDERAL,4475,LUCIANO DA ADEGA,44,UNI�O
SP,DEPUTADO FEDERAL,2059,TIO VALTER ,20,PSC
MS,DEPUTADO ESTADUAL,10122,ROSANA SANTANA,10,REPUBLICANOS
MG,DEPUTADO ESTADUAL,22888,MAURO COLEN,22,PL
AM,DEPUTADO ESTADUAL,90009,ARISTIDES MARTINS,90,PROS
GO,DEPUTADO FEDERAL,2030,JO�O DA LUZ,20,PSC
SP,DEPUTADO FEDERAL,4538,SARGENTO OLIVEIRINHA,45,PSDB
PE,DEPUTADO FEDERAL,1136,PASTOR LUIZ EDUARDO,11,PP
GO,DEPUTADO FEDERAL,9090,DELEGADO EDUARDO RODOVALHO,90,PROS
SP,DEPUTADO ESTADUAL,44450,FL�VIA MENDES,44,UNI�O
MA,DEPUTADO ESTADUAL,50225,AROUCHE,50,PSOL
BA,DEPUTADO ESTADUAL,44004,TINA FOR�A E CORAGEM,44,UNI�O
MS,DEPUTADO ESTADUAL,18777,AURIMAR LIMA,18,REDE
PI,SENADOR,166,GERV�SIO SANTOS,16,PSTU
BA,DEPUTADO ESTADUAL,12342,CLAUDIO AMORIM,12,PDT
PB,DEPUTADO ESTADUAL,35123,ANSELMO LIMEIRA,35,PMB
SC,DEPUTADO ESTADUAL,44044,XUXA,44,UNI�O
SC,DEPUTADO ESTADUAL,44555,ABRAH�O MUSSI,44,UNI�O
SP,2� SUPLENTE,270,ARMANDO BARRETO,27,DC
DF,DEPUTADO FEDERAL,2220,MARCELA PASSAMANI ,22,PL
SP,DEPUTADO FEDERAL,4517,CLAUDIA CARLETTO,45,PSDB
BA,DEPUTADO ESTADUAL,14016,JAMILE LOPES,14,PTB
ES,DEPUTADO ESTADUAL,10900,REGINALDO QUINTA,10,REPUBLICANOS
MG,DEPUTADO ESTADUAL,30031,GIAN ZAPPELLA,30,NOVO
RJ,DEPUTADO ESTADUAL,18612,PROFESSOR JADER,18,REDE
PB,DEPUTADO FEDERAL,1166,ALINE ,11,PP
CE,DEPUTADO FEDERAL,7055,AURI DE PAULA,70,AVANTE
CE,DEPUTADO FEDERAL,7013,DR. WILSON MELO,70,AVANTE
DF,DEPUTADO DISTRITAL,77555,MARCIO GUIMAR�ES,77,SOLIDARIEDADE
RR,DEPUTADO ESTADUAL,23234,MARCELO CABRAL,23,CIDADANIA
CE,DEPUTADO FEDERAL,5055,GABRIEL BIOLOGIA,50,PSOL
PB,DEPUTADO ESTADUAL,10100,MERINHA DA CASA DE APOIO,10,REPUBLICANOS
GO,DEPUTADO FEDERAL,2727,PASTOR WENDEL GON�ALVES,27,DC
RO,DEPUTADO ESTADUAL,35600,EDIO BARUC,35,PMB
RR,DEPUTADO FEDERAL,3388,STELLA BROSSI,33,PMN
PR,DEPUTADO FEDERAL,4035,TIA CIDA,40,PSB
MA,DEPUTADO ESTADUAL,23400,PROFESSOR DOGIVAL,23,CIDADANIA
SP,DEPUTADO FEDERAL,3306,EMERSON,33,PMN
TO,DEPUTADO ESTADUAL,12121,FERNANDO DOURADO,12,PDT
DF,DEPUTADO DISTRITAL,44002,M�RCIA GAMA,44,UNI�O
AM,DEPUTADO ESTADUAL,50234,GUARDA FELICIANO,50,PSOL
PE,DEPUTADO FEDERAL,2725,ANTONIA ENFERMEIRA,27,DC
BA,DEPUTADO FEDERAL,5152,DALMO DA PESCA,51,PATRIOTA
SP,DEPUTADO ESTADUAL,40211,DR VALDOMIRO LOPES,40,PSB
RJ,DEPUTADO ESTADUAL,10031,DR. WELLINGTON OLIVEIRA,10,REPUBLICANOS
TO,DEPUTADO ESTADUAL,22100,THIAGO BORGES,22,PL
MG,DEPUTADO FEDERAL,1175,INSPETORA SILVIA,11,PP
BA,DEPUTADO FEDERAL,1055,SINHO,10,REPUBLICANOS
SP,DEPUTADO FEDERAL,1570,LUCIANO 30 HORAS,15,MDB
PR,DEPUTADO ESTADUAL,90771,NETE SANTANA,90,PROS
GO,DEPUTADO ESTADUAL,15190,ANALIA MORAIS,15,MDB
RJ,DEPUTADO ESTADUAL,55155,PROF Z� PAULO NEVES,55,PSD
SC,DEPUTADO FEDERAL,5111,FABIANE BELARMINO,51,PATRIOTA
SP,DEPUTADO FEDERAL,5575,LEONE,55,PSD
SE,DEPUTADO FEDERAL,1077,GUSTINHO RIBEIRO,10,REPUBLICANOS
RS,DEPUTADO ESTADUAL,13111,HALLEY,13,PT
AM,DEPUTADO ESTADUAL,51193,BOMBEIRO CEL ANDREY E BANCADA,51,PATRIOTA
SP,DEPUTADO ESTADUAL,28099,DAGOSTINO,28,PRTB
BA,DEPUTADO ESTADUAL,10268,CHAVEIRINHA,10,REPUBLICANOS
AL,DEPUTADO ESTADUAL,15000,CIBELE MOURA,15,MDB
BA,DEPUTADO FEDERAL,2377,PROFESSOR MOLLAR,23,CIDADANIA
PA,DEPUTADO ESTADUAL,45333,PROF. MARIZETE BARBOSA,45,PSDB
RS,DEPUTADO ESTADUAL,22580,DELEGADO JO�O GOULART,22,PL
RJ,DEPUTADO FEDERAL,4518,M�NICA BRASIL,45,PSDB
RJ,DEPUTADO FEDERAL,4505,CLAUDIA MARTA,45,PSDB
DF,DEPUTADO DISTRITAL,90391,PASTOR OMAR,90,PROS
MS,1� SUPLENTE,555,WILSON JOAQUIM DA SILVA,20,PSC
SP,DEPUTADO FEDERAL,1903,MORTADELA,19,PODE
PA,2� SUPLENTE,131,LENY CAMP�LO,65,PC do B
PE,GOVERNADOR,22,ANDERSON FERREIRA,22,PL
GO,GOVERNADOR,30,EDIGAR DINIZ,30,NOVO
GO,DEPUTADO FEDERAL,3678,ANTONIO CARNEIRO DE SOUZA,36,AGIR
RJ,DEPUTADO ESTADUAL,80123,GABRIEL GB,80,UP
SC,DEPUTADO ESTADUAL,50500,ADVOGADA ROSANE,50,PSOL
GO,DEPUTADO FEDERAL,1919,DOUTOR BRENO LEITE,19,PODE
AL,DEPUTADO ESTADUAL,50333,CRISTIANE LACERDA,50,PSOL
MG,DEPUTADO FEDERAL,4460,DR ALEX COSTA,44,UNI�O
PE,DEPUTADO ESTADUAL,23345,BRANCA DURVANICE,23,CIDADANIA
ES,DEPUTADO FEDERAL,2810,JULIO BUNGENSTAB,28,PRTB
MG,DEPUTADO FEDERAL,2832,KLAIVER JUNKER,28,PRTB
AL,DEPUTADO ESTADUAL,22111,CORONEL VANDERLEI,22,PL
SP,DEPUTADO ESTADUAL,11227,APARECIDA DE JESUS,11,PP
RJ,DEPUTADO FEDERAL,1017,DR. ALCIO PEREIRA,10,REPUBLICANOS
PA,DEPUTADO FEDERAL,1488,IRM� RUTE,14,PTB
CE,DEPUTADO FEDERAL,5098,RAIMUNDO ROCHA,50,PSOL
PA,SENADOR,222,MARIO COUTO,22,PL
PR,DEPUTADO ESTADUAL,45112,BETH MASSIAS,45,PSDB
RN,DEPUTADO FEDERAL,4013,JANEAYRE,40,PSB
SE,DEPUTADO FEDERAL,5515,FRANCISCO GUALBERTO,55,PSD
DF,DEPUTADO FEDERAL,2919,URIEL,29,PCO
TO,DEPUTADO FEDERAL,1522,FERREIRINHA,15,MDB
RJ,DEPUTADO FEDERAL,2398,CLEIDE GARI,23,CIDADANIA
GO,DEPUTADO ESTADUAL,43000,LUCIANA AMARAL,43,PV
PE,DEPUTADO FEDERAL,3066,JONATHAN COSTA,30,NOVO
RN,DEPUTADO ESTADUAL,44750,PASTORA BIANCA,44,UNI�O
MG,DEPUTADO ESTADUAL,90970,MARIA CLARA,90,PROS
RJ,DEPUTADO ESTADUAL,36036,JULIO ROCHA,36,AGIR
MS,DEPUTADO ESTADUAL,51500,PROFESSORA ROSANGELA,51,PATRIOTA
AP,DEPUTADO ESTADUAL,22147,GL�CIA,22,PL
ES,DEPUTADO ESTADUAL,20333,IVAN CARLINI,20,PSC
RJ,DEPUTADO ESTADUAL,22777,SAMUEL MALAFAIA,22,PL
MG,DEPUTADO FEDERAL,4499,CLEUSA LARA,44,UNI�O
RJ,DEPUTADO ESTADUAL,27127,LUIS M�XIMO,27,DC
GO,DEPUTADO ESTADUAL,19500,DIVINO RODRIGUES,19,PODE
DF,DEPUTADO DISTRITAL,45190,CORONEL NUNES,45,PSDB
CE,DEPUTADO FEDERAL,1944,ELIAS GOMES,19,PODE
CE,DEPUTADO ESTADUAL,10102,GIRLANDO RODRIGUES,10,REPUBLICANOS
BA,DEPUTADO ESTADUAL,20789,SARGENTO FREITAS DE UBAITABA,20,PSC
RR,DEPUTADO ESTADUAL,35777,MOTA,35,PMB
RN,DEPUTADO ESTADUAL,22555,RODRIGUES PQD,22,PL
RN,DEPUTADO ESTADUAL,22123,TEREZINHA MAIA,22,PL
SP,DEPUTADO ESTADUAL,30310,PROFESSORA SILVANA,30,NOVO
SP,DEPUTADO ESTADUAL,44050,DONA JURA,44,UNI�O
MT,DEPUTADO ESTADUAL,40999,DR. EUG�NIO,40,PSB
PE,SENADOR,500,EUG�NIA LIMA,50,PSOL
AL,DEPUTADO ESTADUAL,12300,WILSON SANTOS,12,PDT
MG,DEPUTADO ESTADUAL,14422,DR.ARNALDO PRATA,14,PTB
MS,DEPUTADO FEDERAL,4455,NELI,44,UNI�O
MG,DEPUTADO FEDERAL,1547,H�LIO KATU,15,MDB
MT,DEPUTADO ESTADUAL,10163,HUGO GARCIA,10,REPUBLICANOS
CE,DEPUTADO ESTADUAL,13222,FERNANDO SANTANA,13,PT
MG,DEPUTADO ESTADUAL,30222,VICTOR CEZARINI,30,NOVO
PB,DEPUTADO FEDERAL,3535,SILVANA PILIPENKO,35,PMB
CE,1� SUPLENTE,160,F�LIX,16,PSTU
GO,DEPUTADO FEDERAL,2324,WALKIRIA DOS ABRIGOS,23,CIDADANIA
DF,DEPUTADO DISTRITAL,33333,DELEGADO PABLO AGUIAR,33,PMN
MA,DEPUTADO FEDERAL,3610,SARGENTO INALDO PEREIRA,36,AGIR
SP,DEPUTADO FEDERAL,4412,GARI ESTER LOPES,44,UNI�O
DF,DEPUTADO DISTRITAL,33123,ROG�RIO MORRO DA CRUZ,33,PMN
RJ,DEPUTADO ESTADUAL,19190,MAJOR DOUGLAS,19,PODE
PR,DEPUTADO ESTADUAL,11789,PROFESSOR BRUNO,11,PP
BA,DEPUTADO ESTADUAL,22522,RAIMUNDINHO DA JR,22,PL
SP,DEPUTADO ESTADUAL,51777,CLEBER BROCH,51,PATRIOTA
PE,DEPUTADO ESTADUAL,22353,SHERLEY GOMES,22,PL
MA,DEPUTADO ESTADUAL,27149,GENILSON CUNHA,27,DC
MS,DEPUTADO FEDERAL,7044,D�BORA MONTANIA,70,AVANTE
RJ,DEPUTADO ESTADUAL,51643,SARGENTO MARCUS DIAS,51,PATRIOTA
TO,DEPUTADO FEDERAL,2020,OSIRES DAMASO,20,PSC
GO,DEPUTADO FEDERAL,2044,DONA MARIA-CONSEG,20,PSC
AP,DEPUTADO ESTADUAL,15152,GIOCONDA SILVA,15,MDB
GO,DEPUTADO ESTADUAL,28100,ANDERSON SALES BOKAO,28,PRTB
MA,DEPUTADO ESTADUAL,19888,J�NIOR CASCARIA,19,PODE
GO,DEPUTADO FEDERAL,1505,Z� FRED,15,MDB
SP,DEPUTADO FEDERAL,3540,RO CARDOSO,35,PMB
SP,DEPUTADO ESTADUAL,90480,NEIVA MARQUES,90,PROS
PB,DEPUTADO FEDERAL,2223,CANTORA MUNIQUE MARINHO,22,PL
GO,DEPUTADO ESTADUAL,51501,THAIS QUIARELI,51,PATRIOTA
GO,DEPUTADO ESTADUAL,35900,JONATHAN BRANDAO,35,PMB
SP,DEPUTADO ESTADUAL,51188,RENATA GOUVEA,51,PATRIOTA
MG,DEPUTADO ESTADUAL,14911,RENATA GAS,14,PTB
PA,DEPUTADO ESTADUAL,19444,ROSINALDO AGUIAR,19,PODE
RO,DEPUTADO ESTADUAL,55269,MARIANA BOLDRINI ACS,55,PSD
BA,DEPUTADO ESTADUAL,40272,ISABEL GUIMAR�ES,40,PSB
PR,DEPUTADO ESTADUAL,10322,GRAZIELA GOBBATO,10,REPUBLICANOS
SC,DEPUTADO FEDERAL,2380,JUAREZ POLICIAL,23,CIDADANIA
MG,DEPUTADO FEDERAL,4080,CUST�DIO DAMASCENO,40,PSB
AP,DEPUTADO ESTADUAL,45666,EMANOEL DA SA�DE,45,PSDB
PR,DEPUTADO FEDERAL,9038,CABO CARLOS,90,PROS
RO,DEPUTADO ESTADUAL,50121,JONAS TAVARES,50,PSOL
PR,DEPUTADO FEDERAL,3619,PROFESSOR GIL DO V�LEI,36,AGIR
RR,DEPUTADO ESTADUAL,20789,LINDOMAR ALENCAR,20,PSC
AM,DEPUTADO FEDERAL,3672,F�TIMA SPENER,36,AGIR
MG,DEPUTADO ESTADUAL,20200,EDUARDO AZEVEDO,20,PSC
MG,DEPUTADO ESTADUAL,20011,CABO MAGELA,20,PSC
ES,DEPUTADO ESTADUAL,45321,ENFERMEIRA MARIA EM�LIA,45,PSDB
SP,DEPUTADO ESTADUAL,40128,TONINHO CAMPANHA,40,PSB
SE,DEPUTADO FEDERAL,4444,ANDR� MOURA,44,UNI�O
GO,DEPUTADO ESTADUAL,15600,CHARLES BENTO,15,MDB
GO,DEPUTADO ESTADUAL,11233,PROFESSORA MARIA GODOI,11,PP
PE,SENADOR,160,DAYSE MEDEIROS,16,PSTU
SP,DEPUTADO ESTADUAL,18420,EDDY ANTONINI,18,REDE
RJ,DEPUTADO ESTADUAL,51443,ELAINE DE PAULA,51,PATRIOTA
CE,DEPUTADO ESTADUAL,55115,J�NIOR CORDEIRO,55,PSD
SP,DEPUTADO ESTADUAL,70440,GOMES LOPES,70,AVANTE
CE,DEPUTADO ESTADUAL,33789,LUCINILDO FROTA,33,PMN
PI,DEPUTADO FEDERAL,5122,XIC�O,51,PATRIOTA
RN,DEPUTADO FEDERAL,1907,VAGNER DA VISTORIA,19,PODE
PA,DEPUTADO ESTADUAL,10556,KLEITON PROARMAS,10,REPUBLICANOS
PI,GOVERNADOR,29,LOURDES MELO,29,PCO
RJ,DEPUTADO FEDERAL,1950,DOUTOR KLEBINHO,19,PODE
RJ,DEPUTADO ESTADUAL,28221,ELAINE DE MIRANDA,28,PRTB
DF,DEPUTADO DISTRITAL,20026,IZADORA COIMBRA,20,PSC
MG,DEPUTADO FEDERAL,5178,VERA LUCIA,51,PATRIOTA
SP,DEPUTADO FEDERAL,3381,ARTUR GUIMAR�ES,33,PMN
RS,DEPUTADO FEDERAL,5040,HUMBERTO MATOS,50,PSOL
DF,DEPUTADO FEDERAL,4444,RODRIGO TOTTI,44,UNI�O
AP,DEPUTADO ESTADUAL,70444,ADILAIA DA SILVA,70,AVANTE
AM,DEPUTADO ESTADUAL,10190,CAPIT�O CARPE ANDRADE,10,REPUBLICANOS
CE,DEPUTADO FEDERAL,2233,GORETE PEREIRA,22,PL
CE,DEPUTADO FEDERAL,1245,ADRIELLY TEIXEIRA,12,PDT
GO,DEPUTADO FEDERAL,4450,PAULINELLY CARNEIRO,44,UNI�O
RO,DEPUTADO FEDERAL,5113,TOCO DO STICCERO,51,PATRIOTA
MS,DEPUTADO ESTADUAL,19888,CHIT�O,19,PODE
AL,DEPUTADO FEDERAL,4522,PASTOR GLAUCO,45,PSDB
PE,DEPUTADO ESTADUAL,29001,LILIANY TEN�RIO,29,PCO
RJ,DEPUTADO ESTADUAL,77667,CHRIS AGUIAR,77,SOLIDARIEDADE
AC,DEPUTADO ESTADUAL,55999,TENENTE CORONEL AGLEISON,55,PSD
MG,DEPUTADO FEDERAL,1330,CARLINHOS RODRIGUES,13,PT
RJ,DEPUTADO ESTADUAL,77778,PRISCILA UNI�O,77,SOLIDARIEDADE
MG,DEPUTADO FEDERAL,4432,LUIZ CARLOS,44,UNI�O
RS,DEPUTADO FEDERAL,2399,FABI BELING,23,CIDADANIA
AP,DEPUTADO FEDERAL,1312,SOCORRO NOGUEIRA,13,PT
MA,DEPUTADO FEDERAL,5147,DR CARLOS,51,PATRIOTA
PB,DEPUTADO ESTADUAL,22022,MICHELLE AMORIM,22,PL
PR,DEPUTADO ESTADUAL,20190,NIVALDO PIZZA,20,PSC
PR,DEPUTADO FEDERAL,4377,JUBA AKEL,43,PV
RJ,DEPUTADO FEDERAL,9097,ALAINE JAPONESA,90,PROS
PA,DEPUTADO FEDERAL,5515,DR RENAN,55,PSD
SE,DEPUTADO ESTADUAL,12234,J� VALEN�A,12,PDT
PB,DEPUTADO FEDERAL,7012,HOMERO S�TIRO,70,AVANTE
GO,DEPUTADO ESTADUAL,45700,MARCELO GOMES,45,PSDB
MG,DEPUTADO ESTADUAL,77999,FABRICIO ASSUN��O,77,SOLIDARIEDADE
PA,DEPUTADO ESTADUAL,14022,PAULA DO PARACURI,14,PTB
AL,DEPUTADO ESTADUAL,40777,REP�RTER ABIDIAS MARTINS,40,PSB
PB,DEPUTADO ESTADUAL,50666,PROFESSORA ELIZABETH,50,PSOL
GO,DEPUTADO ESTADUAL,30100,LARISSE LUIZA,30,NOVO
GO,DEPUTADO ESTADUAL,15222,MANOEL MIGRANTE,15,MDB
CE,DEPUTADO FEDERAL,3680,SGT LEONARDO M�RCIO,36,AGIR
MG,DEPUTADO FEDERAL,7067,RICARDO PEDROSA,70,AVANTE
RJ,DEPUTADO ESTADUAL,11113,MARIO SERGIO LEAL CORDEIRO,11,PP
AP,DEPUTADO ESTADUAL,12345,ERICLAUDIO,12,PDT
GO,DEPUTADO FEDERAL,1307,ISABEL CRISTINE,13,PT
CE,DEPUTADO FEDERAL,1441,SUENY RABELO,14,PTB
ES,DEPUTADO ESTADUAL,45516,YARA TINA,45,PSDB
ES,DEPUTADO ESTADUAL,12002,ENFERMEIRA SIEPIERSKI CALIMAN,12,PDT
PA,DEPUTADO ESTADUAL,28333,VILSON SANTOS,28,PRTB
RO,DEPUTADO FEDERAL,4012,IVAN TAVARES,40,PSB
MG,DEPUTADO ESTADUAL,11221,DENISE MARTINS,11,PP
MG,DEPUTADO FEDERAL,9099,MOAMED RACHID GARIFF,90,PROS
TO,DEPUTADO ESTADUAL,13031,PROF WALACE,13,PT
RS,DEPUTADO FEDERAL,1939,CORONEL MARCO SANTOS,19,PODE
DF,DEPUTADO DISTRITAL,20147,PROFESSORA F�TIMA MONTENEGRO,20,PSC
MG,DEPUTADO FEDERAL,7001,KAREM LOWHANE,70,AVANTE
MG,DEPUTADO FEDERAL,7089,ROBERTINHO SOARES,70,AVANTE
PA,DEPUTADO ESTADUAL,70999,MARCIA BRABO,70,AVANTE
AM,DEPUTADO FEDERAL,6562,DELCINEI,65,PC do B
PE,DEPUTADO ESTADUAL,28888,JOS� ALVES DOA��ES,28,PRTB
